text,filename,label
time since reimbursement repayment amount less than 1 year 100 1 to 2 years 50 more than 2 years 0 exceptions no repayment required involuntary termination layoff retirement disability death repayment process if repayment required amount deducted from final paycheck payment plan available if exceeds final pay must sign repayment agreement tax implications tax free up to irs limit irs allows up to 5 250 year tax free for education techcorp benefit a,benefits_guide.pdf,HR
your first 30 days when you join techcorp you have 30 days from your hire date to enroll in benefits don t miss this window enrollment timeline day 1 benefits coverage begins receive welcome email with portal login week 1 schedule benefits orientation with hr review this benefits guide week 2 4 complete online enrollment upload dependent documentation day 30 enrollment deadline late enrollments not accepted what to bring for you social security number,benefits_guide.pdf,HR
annual open enrollment when it happens every november 2 3 week enrollment period changes effective january 1 review and update all benefits what you can change switch between ppo and hmo plans add or remove dependents change 401 k contributions update beneficiaries enroll in fsa hsa for next year qualifying life events mid year changes you can make changes within 30 days of family changes marriage or divorce birth or adoption death of dependent,benefits_guide.pdf,HR
1 contact hr within 30 days 2 provide documentation 3 complete change forms 4 receive confirmation benefits portal access your benefits website benefits techcorp com mobile app techcorp benefits ios and android username your techcorp email password set during first login portal features enroll in benefits view coverage details download id cards update dependents change 401 k contributions submit reimbursement requests access claims information view,benefits_guide.pdf,HR
q how do i get my insurance id cards a cards arrive by mail within 7 10 days download temporary cards from the portal immediately q what happens to benefits if i go on leave a benefits continue during paid leave for unpaid leave contact hr to discuss options cost questions q how much will benefits cost me a refer to premium tables in this guide or use the cost calculator on the benefits portal q are premiums deducted pre tax a yes health insurance premiums are pre tax,benefits_guide.pdf,HR
insurance providers medical insurance ppo plan bluecross blueshield phone 1 800 555 bcbs website bcbs com techcorp hmo plan kaiser permanente phone 1 800 555 kaiser website kp org dental insurance delta dental phone 1 800 555 dental website deltadentalins com vision insurance vsp vision care phone 1 800 555 vsp website vsp com retirement plan 401 k administrator fidelity investments phone 1 800 555 fidelity website fidelity com techcorp available 24 7 financial advisor,benefits_guide.pdf,HR
welcome to techcorp benefits we re committed to supporting your health financial security and professional growth if you have questions about any benefit please don t hesitate to reach out to our hr benefits team your well being matters to us this benefits guide is for informational purposes only and does not constitute a contract techcorp reserves the right to modify suspend or terminate any benefit at any time for complete details refer to the official plan documents in c,benefits_guide.pdf,HR
techcorp employee handbook 2026 edition welcome to the team table of contents 1 welcome to techcorp 2 company overview 3 employment policies 4 vacation and time off policies 5 remote work policy 6 dress code 7 code of conduct 8 employee benefits 9 performance management and career development 10 workplace safety and security 11 communication and technology 12 diversity equity and inclusion 13 additional policies 14 separation of employment 15 handbook acknow,employee_handbook.pdf,HR
1 welcome to techcorp dear team member welcome to techcorp we are thrilled to have you join our innovative and dynamic team at techcorp we believe that our employees are our greatest asset and we are committed to creating an environment where you can thrive both professionally and personally this employee handbook has been designed to help you understand our company culture policies and the benefits available to you as a valued member of our team we encourage you to read through,employee_handbook.pdf,HR
integrity we conduct business with honesty transparency and ethical practices trust is the foundation of all our relationships collaboration we believe in the power of teamwork we work together across departments and locations to achieve our common goals excellence we strive for excellence in everything we do from product development to customer service customer focus our customers are at the heart of our business we are committed to understanding and exceeding their,employee_handbook.pdf,HR
handbook or any other company document should be interpreted as creating an employment contract or guarantee of continued employment background checks all offers of employment are contingent upon successful completion of a background check which may include verification of employment history education criminal records and references the scope of the background check will be appropriate for the position and comply with applicable laws employment classifications techcorp classifies,employee_handbook.pdf,HR
pto begins accruing on your first day of employment employees may carry over up to 5 unused pto days to the following calendar year pto requests should be submitted at least two weeks in advance when possible manager approval is required for all pto requests unused pto will be paid out upon termination of employment in accordance with state law company holidays techcorp observes the following paid holidays each year new year s day martin luther king jr day presidents da,employee_handbook.pdf,HR
collaboration flexibility remote work schedules should be coordinated with your manager and team eligibility remote work eligibility is determined based on job responsibilities and role requirements performance history and ability to work independently successful completion of the probationary period typically 90 days manager approval remote work expectations availability maintain regular business hours and be responsive to communications during your scheduled work time,employee_handbook.pdf,HR
casual attire jeans khakis casual pants shorts appropriate length skirts and casual dresses are acceptable tops t shirts polo shirts blouses sweaters and company branded apparel are welcome footwear sneakers sandals flats and other comfortable footwear are appropriate cleanliness all clothing should be clean in good condition and free from offensive messages or images what to avoid while we embrace casual dress please refrain from wearing clothing with offe,employee_handbook.pdf,HR
maintain confidentiality of proprietary and sensitive information avoid conflicts of interest and disclose potential conflicts to management comply with all applicable laws regulations and company policies workplace harassment and discrimination techcorp has zero tolerance for harassment discrimination or retaliation of any kind we are committed to providing a workplace free from sexual harassment or unwelcome sexual advances discrimination based on protected characteristics,employee_handbook.pdf,HR
hours or on company premises is strictly prohibited employees taking prescription medications that may impair job performance should notify their supervisor reporting violations employees who become aware of violations of this code of conduct or other company policies have a responsibility to report them reports can be made to your direct manager human resources department ethics hotline 1 800 ethics 1 available 24 7 anonymous reporting available online portal ethics techc,employee_handbook.pdf,HR
gym membership reimbursement up to 50 month on site fitness center at headquarters standing desks and ergonomic equipment annual wellness stipend 500 for health related expenses financial benefits 401 k retirement plan company match 100 of first 6 contributed immediate enrollment and vesting roth 401 k option available financial planning resources and guidance life and disability insurance basic life insurance company paid coverage equal to 1x annual salary,employee_handbook.pdf,HR
new employees have 30 days from their start date to enroll in benefits our hr team will schedule a benefits orientation session to help you understand your options and make informed decisions if you don t enroll during your initial eligibility period you ll need to wait until the annual open enrollment period unless you experience a qualifying life event marriage birth of a child etc for detailed information about any of these benefits including plan documents costs and enrollm,employee_handbook.pdf,HR
eligible to apply for internal transfers after completing one year in their current role or six months with manager approval 10 workplace safety and security the safety and security of our employees is a top priority at techcorp we are committed to maintaining a safe work environment and expect all employees to follow safety protocols and report any concerns general safety report all accidents injuries or unsafe conditions immediately to your supervisor and facilities team,employee_handbook.pdf,HR
techcorp provides various communication platforms to facilitate collaboration email primary tool for formal communications and external correspondence slack real time messaging for team collaboration and quick questions zoom video conferencing for meetings and presentations confluence knowledge base and documentation jira project management and issue tracking email etiquette respond to emails within 24 business hours use clear concise subject lines be professional a,employee_handbook.pdf,HR
we support employee led groups that celebrate diversity and provide community including women in tech lgbtq alliance black professionals network asian pacific islander coalition veterans network accessibility and disability advocacy training and education all employees participate in diversity and inclusion training including unconscious bias awareness cultural competency and inclusive leadership we provide ongoing learning opportunities to deepen understanding and fost,employee_handbook.pdf,HR
visitors including family members and friends must check in at reception and be escorted by an employee while on premises children may visit occasionally but should not disrupt the work environment long term visitors or those accessing confidential areas require prior approval 14 separation of employment resignation if you decide to leave techcorp we ask that you provide at least two weeks written notice to allow time for transition managers and senior level employees are reque,employee_handbook.pdf,HR
party at any time techcorp reserves the right to modify supplement or rescind any policies or portions of this handbook at any time employees will be notified of significant changes to policies the most current version of this handbook is always available on the company intranet please sign and date below to acknowledge that you have received and read this employee handbook understand its contents and agree to comply with all policies and procedures outlined herein employee s,employee_handbook.pdf,HR
techcorp engineering handbook development standards best practices version 2 0 last updated february 2026 table of contents 1 introduction 2 git workflow version control 3 code review process 4 deployment procedures 5 on call rotation policy 6 tech stack documentation 7 best practices standards 8 resources support 1 introduction welcome to the techcorp engineering team this handbook serves as the definitive guide to our development practices workflows and,engineering_handbook.pdf,ENGINEERING
security by default security is not an afterthought it s baked into every stage of development 2 git workflow version control branch strategy we follow a modified git flow workflow optimized for continuous deployment branch types main protected production ready code only always deployable requires pull request 2 approvals auto deploys to production on merge protected from force pushes and deletions develop protected integration branch for features refle,engineering_handbook.pdf,ENGINEERING
branch from main merge to main and develop naming hotfix jira 123 critical bug example hotfix eng 789 payment gateway fix release preparing production releases branch from develop merge to main and develop naming release v1 2 3 only bug fixes documentation and release prep allowed commit standards commit message format type scope subject body footer types feat new feature fix bug fix docs documentation only changes style,engineering_handbook.pdf,ENGINEERING
feat auth implement oauth2 login flow add google oauth provider create user session management update login ui components closes eng 456 commit best practices keep commits atomic and focused on a single change write descriptive commit messages 50 chars for subject 72 for body link to jira ticket in commit message sign commits with gpg key for security never commit secrets api keys or credentials use gitignore to exclude build artifacts and local configs,engineering_handbook.pdf,ENGINEERING
rebase on develop regularly at least daily git checkout develop git pull origin develop git checkout feature eng 123 new feature git rebase develop resolve conflicts if any force push after rebase only to your feature branch git push force with lease merging vs rebasing rebase use for updating feature branches with latest develop merge use for integrating feature branches into develop main never rebase shared branches develop main always use force with l,engineering_handbook.pdf,ENGINEERING
final approval within 48 hours of initial submission urgent hotfix within 1 hour notify in eng urgent slack reviewer assignment automatic assignment our github bot automatically assigns reviewers based on code ownership codeowners file team membership and expertise current review workload manual assignment request specific reviewers when domain expertise needed architectural changes require senior review security sensitive code needs security team review rev,engineering_handbook.pdf,ENGINEERING
thank reviewers for their time and insights don t take criticism personally focus on code quality for reviewers what to look for functionality does the code do what it s supposed to are edge cases handled is error handling appropriate code quality is the code readable and maintainable are naming conventions followed is there unnecessary complexity are there code smells or anti patterns testing are there sufficient unit tests do tests cover happy,engineering_handbook.pdf,ENGINEERING
documentation are complex functions documented is readme updated if needed are api changes reflected in documentation review categories approve code is ready to merge request changes issues must be fixed before merge comment suggestions or questions but not blocking review checklist code functionality verified tests are comprehensive no security vulnerabilities follows style guidelines documentation updated no performance concerns,engineering_handbook.pdf,ENGINEERING
development dev techcorp com auto deploys from feature branches on push isolated environment per feature branch temporary deleted after pr merge uses development aws account staging staging techcorp com auto deploys from develop branch production like environment used for qa and integration testing mirrors production infrastructure production techcorp com deploys from main branch requires manual approval for deployment blue green deployment strategy,engineering_handbook.pdf,ENGINEERING
for hotfixes 1 create hotfix branch from main 2 fix and test locally 3 create pr main hotfix eng xxx 4 get urgent review tag on call engineer 5 merge and deploy follow same deployment steps 6 backport to develop ensure fix is in develop branch pre deployment checklist before approving a production deployment all staging tests passing qa sign off received database migrations tested feature flags configured rollback plan documented monitoring alerts configur,engineering_handbook.pdf,ENGINEERING
test migrations on staging with production data copy use transactions for data migrations plan for rollback scenarios never delete columns immediately deprecate first migration process migrations 20260204 add user email verified py def upgrade add column with default value op add column users sa column email verified sa boolean nullable false server default false def downgrade rollback changes op drop colum,engineering_handbook.pdf,ENGINEERING
curl https techcorp com health post deployment monitoring first 30 minutes watch error rates in datadog check application logs in cloudwatch monitor api response times verify database performance check user reported issues in sentry deployment announcement template production deployment v1 2 3 changes feature user email verification eng 456 fix payment gateway timeout eng 789 deployed by john monitoring oncall engineer dashboard https,engineering_handbook.pdf,ENGINEERING
week 1 engineer a primary engineer b secondary week 2 engineer b primary engineer c secondary week 3 engineer c primary engineer d secondary continues rotating through full team schedule published in pagerduty and eng oncall slack channel on call responsibilities primary on call engineer incident response acknowledge alerts within 5 minutes begin investigation within 10 minutes provide status updates every 30 minutes during incidents engage seconda,engineering_handbook.pdf,ENGINEERING
incident severity levels sev 1 critical complete service outage data loss or security breach response time immediate update frequency every 15 minutes sev 2 major significant feature degradation elevated error rates 5 response time 15 minutes update frequency every 30 minutes sev 3 minor limited impact to users non critical bugs response time 1 hour update frequency as needed sev 4 monitoring warning thresholds exceeded potential fu,engineering_handbook.pdf,ENGINEERING
step 2 communicate 5 10 minutes post initial status in incidents notify stakeholders if sev 1 or sev 2 update status page if customer facing impact step 3 investigate and mitigate 10 minutes review recent deployments and changes check application and infrastructure logs identify root cause implement fix or rollback engage secondary on call or specialists if needed step 4 resolve and monitor verify fix resolves issue monitor metrics for 30 minutes updat,engineering_handbook.pdf,ENGINEERING
during rotation keep laptop charged and nearby stay within cell reception when possible limit alcohol consumption notify team if you need to hand off temporarily don t hesitate to escalate it s better to be safe communication use incident channels for all communication keep updates concise and actionable avoid jargon when notifying non technical stakeholders document everything memory is unreliable during incidents on call compensation stipend 500 per week,engineering_handbook.pdf,ENGINEERING
6 tech stack documentation backend python framework and libraries django 4 2 web framework for api and admin interface django rest framework for restful apis celery for asynchronous task processing django orm for database interactions key libraries requests http client for external api calls boto3 aws sdk for s3 sqs dynamodb interactions pytest testing framework black code formatter flake8 linter for style enforcement mypy static type checker sen,engineering_handbook.pdf,ENGINEERING
from datetime import datetime def calculate user metrics user id int start date datetime end date optional datetime none list dict calculate user engagement metrics for a given period args user id id of the user start date start of calculation period end date end of period defaults to now returns list of metric dictionaries with keys metric name value timestamp,engineering_handbook.pdf,ENGINEERING
apps users user management auth authentication payments payment processing analytics analytics engine config django settings tests test suite scripts utility scripts requirements dependencies base txt dev txt prod txt manage py testing test coverage target 80 test types unit tests individual functio,engineering_handbook.pdf,ENGINEERING
with coverage report pytest cov apps cov report html fast tests only skip slow integration tests pytest m not slow frontend react framework and libraries react 18 2 create react app for bootstrapping react router for navigation redux toolkit for state management react query for server state key libraries axios http client formik form handling yup schema validation tailwindcss utility first css framework jest testing framework react tes,engineering_handbook.pdf,ENGINEERING
const user setuser usestate null const loading setloading usestate true useeffect fetchuser userid then setuser finally setloading false userid if loading return spinner if user return errormessage return div classname user profile h1 user name h1 p user email p div export default userprofile best practices use functional components over class compon,engineering_handbook.pdf,ENGINEERING
use react memo for expensive render optimizations project structure frontend src components reusable ui components pages page components hooks custom hooks services api clients store redux store utils helper functions app js public tests package json testing test coverage target 75 run tests npm test with coverage npm test,engineering_handbook.pdf,ENGINEERING
core services compute ecs elastic container service container orchestration fargate serverless container compute lambda serverless functions for event processing storage s3 object storage for user uploads and static files rds postgresql primary relational database elasticache redis caching and session storage dynamodb nosql for high throughput use cases networking vpc network isolation alb application load balancing route 53 dns management cloud,engineering_handbook.pdf,ENGINEERING
terraform production main tf module app cluster source modules ecs cluster cluster name production app instance type t3 large desired capacity 5 max capacity 20 vpc id module vpc id subnet ids module vpc private subnet ids terraform commands plan changes terraform plan out tfplan apply changes requires approval terraform apply tfplan never apply directly to production without review aws best p,engineering_handbook.pdf,ENGINEERING
enable encryption at rest and in transit regular backup and disaster recovery testing monitor costs with aws cost explorer 7 best practices standards security authentication authorization use oauth 2 0 for third party integrations implement jwt tokens with short expiration 15 min access 7 day refresh enforce role based access control rbac never store passwords in plain text use bcrypt with salt data protection encrypt sensitive data at rest aes 256,engineering_handbook.pdf,ENGINEERING
implement query result caching for expensive operations monitor slow queries 500ms and optimize api implement pagination for list endpoints max 100 items use compression for responses 1kb cache frequently accessed data in redis ttl 5 60 min return 304 not modified for unchanged resources frontend code splitting for route based bundles lazy load images and heavy components minimize bundle size target 200kb gzipped use cdn for static assets documentatio,engineering_handbook.pdf,ENGINEERING
deployment procedures troubleshooting guide 8 resources support useful links code repository github com techcorp platform documentation docs techcorp com monitoring datadog techcorp com error tracking sentry io techcorp ci cd circleci com techcorp api docs api techcorp com docs slack channels engineering general engineering discussion eng backend backend specific topics eng frontend frontend specific topics eng oncall on call coordination,engineering_handbook.pdf,ENGINEERING
post in eng urgent for critical issues call engineering manager for business critical emergencies continuous learning weekly tech talks every friday at 3 pm code review feedback sessions monthly engineering all hands incident post mortem reviews quarterly engineering retreat training budget 1 000 per engineer welcome to the team questions reach out in engineering or ping your onboarding buddy this handbook is a living document submit updates via pr to d,engineering_handbook.pdf,ENGINEERING
financial policies and procedures manual effective date february 4 2026 document version 1 0 last updated february 4 2026 table of contents 1 expense reporting policies 2 travel reimbursement guidelines 3 budget approval process 4 vendor payment procedures 1 expense reporting policies 1 1 purpose and scope these policies establish guidelines for reporting approving and reimbursing business expenses to ensure accountability compliance and timely processing these pol,finance_policies.pdf,FINANCE
non reimbursable expenses include personal entertainment or meals alcoholic beverages unless pre approved for client entertainment personal grooming or clothing traffic violations or parking tickets personal vehicle maintenance or repairs expenses for family members unless pre approved lost or stolen personal items and membership fees for personal clubs or gyms 1 4 documentation requirements all expense claims must include original itemized receipts digital or physical date of,finance_policies.pdf,FINANCE
employees with corporate credit cards must reconcile monthly statements personal charges on corporate cards must be reimbursed immediately failure to reconcile may result in card suspension or revocation 1 7 compliance and auditing the finance department reserves the right to conduct random audits of expense reports to ensure compliance with policies violations may result in denial of reimbursement requirement to repay inappropriate expenses disciplinary action up to and including t,finance_policies.pdf,FINANCE
2 4 ground transportation rental cars mid size or smaller vehicles standard intermediate compact should be selected larger vehicles require justification such as multiple passengers or equipment decline rental car insurance if covered by corporate policy refuel before returning to avoid premium charges personal vehicle mileage reimbursed at the current irs rate 0 70 per mile for 2026 calculate mileage from office to destination or home to destination whichever is less park,finance_policies.pdf,FINANCE
reimbursement methods employees may choose option a actual expenses by submitting receipts for actual meal costs that must not exceed per diem rates alcohol excluded unless approved client entertainment or option b per diem by claiming daily per diem without receipts based on travel days and departure return times first and last day of travel receive 75 of the daily rate business meals client meals are fully reimbursable with receipts and business purpose documented team meals,finance_policies.pdf,FINANCE
budget cycle annual budget planning occurs from september through november the budget submission deadline is november 15 executive review runs from november 16 through december 15 board approval occurs at the december meeting the fiscal year runs from january 1 through december 31 3 2 budget development department budgets department heads are responsible for developing departmental budgets that align with strategic objectives and company goals budgets should include detailed justi,finance_policies.pdf,FINANCE
10 000 50 000 requires vp approval 50 001 150 000 requires cfo approval 150 001 and above requires ceo approval all capital expenditures require a detailed business case including roi analysis alternative options considered implementation timeline and total cost of ownership 3 4 budget monitoring and variance analysis department heads must review budget performance monthly and submit variance reports explaining differences greater than 10 or 10 000 whichever is less qu,finance_policies.pdf,FINANCE
these established procedures to ensure proper authorization accurate record keeping and fraud prevention 4 2 vendor setup and management new vendor registration all new vendors must complete a vendor information form providing legal business name tax identification number payment terms banking information w 9 form for us vendors contact information and insurance certificates if required the finance department conducts due diligence including verification of business legitima,finance_policies.pdf,FINANCE
three way match for purchase order invoices accounts payable verifies the match between purchase order receiving documentation and invoice for description and quantity pricing and amounts terms and conditions and account coding discrepancies must be resolved before payment processing 4 5 invoice approval approval requirements invoices must be approved by the department manager who authorized the purchase the budget owner if different from the manager and finance for amounts ex,finance_policies.pdf,FINANCE
fraud prevention measures vendor banking information changes require written confirmation sent to the vendor s previously registered address or phone number large or unusual payments are flagged for additional review duplicate invoice detection is automated in the system regular vendor statement reconciliations are performed to identify discrepancies 4 8 vendor statement reconciliation monthly reconciliation of vendor statements to accounts payable ledger is required for all major ve,finance_policies.pdf,FINANCE
applicable vendors w 2 reporting for contractors reclassified as employees and annual spend analysis by vendor and category 5 policy administration 5 1 policy review and updates these policies are reviewed annually by the finance department in consultation with department heads and updated as necessary to reflect regulatory changes business needs and best practices 5 2 questions and exceptions questions regarding these policies should be directed to the finance department at fi,finance_policies.pdf,FINANCE
new employee onboarding guide welcome to the team document version 1 0 last updated february 4 2026 prepared by human resources department table of contents 1 welcome message 2 first day checklist 3 equipment setup 4 tool access and accounts 5 team introductions 6 30 60 90 day plan 7 resources and support 1 welcome message welcome to our company we re thrilled to have you join our team starting a new job can be both exciting and overwhelming so we ve created t,onboarding_guide.pdf,GENERAL
collaboration we work together to achieve shared goals excellence we strive for the highest quality in our work customer focus we prioritize our customers needs and success growth mindset we believe in continuous learning and development what to expect your first 90 days are designed to help you learn integrate and begin contributing to our team you ll have support from your manager mentor hr team and colleagues throughout this journey don t hesitate to ask questions w,onboarding_guide.pdf,GENERAL
arrive 10 15 minutes early check in at reception meet with hr representative receive temporary badge access card complete any remaining paperwork 8 30 am welcome and orientation office tour and facilities overview review emergency procedures and exits locate restrooms break rooms and common areas receive parking pass or transit information learn building access and security procedures 9 30 am workstation setup ge,onboarding_guide.pdf,GENERAL
discuss retirement plan 401k and company match learn about pto policy and how to request time off review additional benefits life insurance disability wellness programs receive benefits enrollment materials and deadlines afternoon 12 00 pm 5 00 pm 12 00 pm lunch break lunch with your manager or team members learn about lunch options and local restaurants begin getting to know your colleagues informally 1 00 pm meet your manager,onboarding_guide.pdf,GENERAL
ask questions about department culture and processes 4 00 pm first day wrap up review action items and next steps schedule key meetings for the upcoming week confirm schedule for tomorrow and rest of the week connect with your assigned mentor or buddy complete first day feedback survey log out of all systems properly end of day checklist secure your workspace and equipment return any temporary access cards if needed know y,onboarding_guide.pdf,GENERAL
